Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
9339,NBA Street Vol. 2,GC,N/A,Sports,Electronic Arts,0.41,0.11,0,0.01
9340,NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02
9341,NCAA Basketball 09,PS2,2008,Sports,Electronic Arts,0.14,0.11,0,0.04
9342,NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02
9343,NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,0.15,0,0,0.01
9344,NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,0.31,0,0,0.03
9345,NCAA Basketball 10,X360,2009,Sports,Electronic Arts,0.3,0,0,0.02
9346,NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0,0.01
9347,NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0,0.03
9348,NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0,0.01
9349,NCAA College Football 2K3,GC,2002,Sports,Sega,0.05,0.01,0,0
9350,NCAA Final Four 2000,PS,1999,Sports,989 Sports,0.21,0.14,0,0.02
9351,NCAA Final Four 2001,PS2,2000,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02
9352,NCAA Final Four 2001,PS,2000,Sports,Sony Computer Entertainment,0.09,0.06,0,0.01
9353,NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,0.15,0.12,0,0.04
9354,NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02
9355,NCAA Final Four 2004,PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03
9356,NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0,0.25
9357,NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0,0.03
9358,NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23
9359,NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0,0,0.06
9360,NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0,0.01
9361,NCAA Football 07,PSP,2006,Sports,Electronic Arts,0.34,0,0,0.03
9362,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11
9363,NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0,0,0.05
9364,NCAA Football 08,PS3,2007,Sports,Electronic Arts,0.35,0,0,0.03
9365,NCAA Football 08,XB,2007,Sports,Electronic Arts,0.06,0.02,0,0
9366,NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0,0,0.05
9367,NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.54,0,0,0.04
9368,NCAA Football 09,PS2,2008,Sports,Electronic Arts,0.4,0.02,0,0.07
9369,NCAA Football 09,PSP,2008,Sports,Electronic Arts,0.21,0,0,0.02
9370,NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.16,0,0,0.01
9371,NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0,0,0.07
9372,NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0,0,0.06
9373,NCAA Football 10,PS2,2009,Sports,Electronic Arts,0.28,0.22,0,0.07
9374,NCAA Football 10,PSP,2009,Sports,Electronic Arts,0.19,0,0,0.02
9375,NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0,0,0.06
9376,NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0,0,0.06
9377,NCAA Football 11,PS2,2010,Sports,Electronic Arts,0.19,0.15,0,0.05
9378,NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0,0,0.06
9379,NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0,0,0.05
9380,NCAA Football 13,X360,2012,Action,Electronic Arts,1.02,0,0,0.06
9381,NCAA Football 13,PS3,2012,Action,Electronic Arts,0.82,0,0,0.06
9382,NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0,0,0.06
9383,NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0,0,0.06
9384,NCAA Football 2000,PS,1999,Sports,Electronic Arts,0.53,0.36,0,0.06
9385,NCAA Football 2001,PS,2000,Sports,Electronic Arts,0.39,0.26,0,0.05
9386,NCAA Football 2002,PS2,2001,Sports,Electronic Arts,0.77,0.6,0,0.2
9387,NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.16,0.08,0,0.19
9388,NCAA Football 2003,XB,2002,Sports,Electronic Arts,0.39,0.11,0,0.02
9389,NCAA Football 2003,GC,2002,Sports,Electronic Arts,0.16,0.04,0,0.01
9390,NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,0.23
9391,NCAA Football 2004,XB,2003,Sports,Electronic Arts,0.4,0.02,0,0.02
9392,NCAA Football 2004,GC,2003,Sports,Electronic Arts,0.12,0.03,0,0
9393,NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,0.22
9394,NCAA Football 2005,XB,2004,Sports,Electronic Arts,0.63,0.02,0,0.03
9395,NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0,0.01
9396,NCAA Football 98,PS,1997,Sports,Electronic Arts,0.39,0.27,0,0.05
9397,NCAA Football 99,PS,1998,Sports,Electronic Arts,0.59,0.4,0,0.07
9398,NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02
9399,NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,0.22,0.15,0,0.03
9400,NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02
9401,NCAA GameBreaker 2001,PS2,2000,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02
9402,NCAA GameBreaker 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03
9403,NCAA GameBreaker 2004,PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03
9404,NCAA Gamebreaker 99,PS,1998,Sports,989 Studios,0.25,0.17,0,0.03
9405,NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0.45,0.02,0,0.07
9406,NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0,0.01
9407,NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0,0.07
9408,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02
9409,NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,0.13,0.1,0,0.03
9410,NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0,0,0.02
9411,NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0,0,0.01
9412,NCAA March Madness 2003,PS2,2002,Sports,Electronic Arts,0.32,0.25,0,0.08
9413,NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0,0.13
9414,NCAA March Madness 2004,XB,2003,Sports,Electronic Arts,0.18,0.05,0,0.01
9415,NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.44,0.02,0,0.07
9416,NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0,0.01
9417,NCIS,X360,2011,Adventure,Ubisoft,0.1,0.03,0,0.01
9418,NCIS,Wii,2011,Adventure,Ubisoft,0.08,0.04,0,0.01
9419,NCIS,PS3,2011,Adventure,Ubisoft,0.07,0.04,0,0.02
9420,NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0,0.01
9421,NCIS 3D,3DS,2011,Adventure,Ubisoft,0.06,0.04,0,0.01
9422,Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,0.02,0.01,0,0
9423,Need for Speed (2015),PS4,2015,Racing,Electronic Arts,0.49,1.49,0.05,0.36
9424,Need for Speed (2015),XOne,2015,Racing,Electronic Arts,0.3,0.33,0,0.06
9425,Need for Speed (2015),PC,2016,Racing,Electronic Arts,0,0.03,0,0
9426,Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18
9427,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01
9428,Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,0.46,0.66,0.02,0.15
9429,Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,0.49,0.52,0.03,0.21
9430,Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0,0.02
9431,Need for Speed Carbon,GC,2006,Racing,Electronic Arts,0.27,0.07,0,0.01
9432,Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0,0.04,0,0.01
9433,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.98,0,0.59
9434,Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.02,0,0.02
9435,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0,0.13
9436,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.91,0.03,0.22
9437,Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,0.33,0.74,0.05,0.31
9438,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.38,0.01,0.08
9439,Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,0.45,0.17,0,0.05
9440,Need for Speed Rivals,PC,2013,Racing,Electronic Arts,0.04,0.19,0,0.04
9441,Need for Speed Underground,PS2,2003,Racing,Electronic Arts,3.27,2.83,0.08,1.02
9442,Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0,0.07
9443,Need for Speed Underground,GC,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03
9444,Need for Speed Underground,GBA,2003,Racing,Electronic Arts,0.21,0.08,0,0.01
9445,Need for Speed Underground,PC,2003,Racing,Electronic Arts,0,0.04,0,0.01
9446,Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09
9447,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0,0.1
9448,Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03
9449,Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0,0.01
9450,Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,0.11,0.02,0,0.01
9451,Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0,0.06,0,0.01
9452,Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,0.69,0.38,0.02,0.24
9453,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1.58,0.64,0,0.09
9454,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48
9455,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.98,0,0.21
9456,Need for Speed: Hot Pursuit,Wii,2010,Racing,Electronic Arts,0.18,0.24,0,0.05
9457,Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0,0.06
9458,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09
9459,Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.68,0.11,0,0.03
9460,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0,0.02
9461,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47
9462,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61
9463,Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,0.62,0.8,0.01,0.15
9464,Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,1,0.17,0.02,0.1
9465,Need for Speed: Most Wanted,PSV,2012,Racing,Electronic Arts,0.38,0.52,0.01,0.25
9466,Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,0.53,0.46,0,0.05
9467,Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,0.43,0.11,0,0.02
9468,Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts,0.02,0.23,0,0.05
9469,Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,0.14,0.12,0,0.02
9470,Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0,0.02
9471,Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,0.19,0.07,0,0
9472,Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0,0.06,0,0.02
9473,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.13,0.02,0.18
9474,Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.46,0.31,0,0.08
9475,Need for Speed: Nitro,DS,2009,Racing,Electronic Arts,0.22,0.13,0,0.04
9476,Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0,0.05
9477,Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,0.35,0.13,0,0.01
9478,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0,0.04,1.68
9479,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.8,0.01,0.22
9480,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.04,0.37
9481,Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.54,0.46,0,0.12
9482,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2
9483,Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0,0.01
9484,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,0.04,0,0.01
9485,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.41,0.04,0.53
9486,Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.97,0.01,0.22
9487,Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.38,0.01,0.21
9488,Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01
9489,Need for Speed: Shift 2 Unleashed,PS3,2011,Racing,Electronic Arts,0.2,0.36,0,0.13
9490,Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,0.18,0.22,0,0.04
9491,Need for Speed: Shift 2 Unleashed,PC,2011,Racing,Electronic Arts,0.05,0.11,0,0.03
9492,Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.06,0.03,0.37
9493,Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.58,0,0.15
9494,Need for Speed: The Run,PC,2011,Action,Electronic Arts,0.09,0.21,0,0.07
9495,Need for Speed: The Run,Wii,2011,Action,Electronic Arts,0.13,0.13,0.01,0.03
9496,Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0,0.02
9497,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1.02,0.05,0.39
9498,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.71,0.01,0.18
9499,Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.93
9500,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19
9501,Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0.27,0.32,0,0.07
9502,Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0,0.02
9503,Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0,0.07,0,0.01
9504,Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06
9505,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0
9506,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Adventure,Marvelous Interactive,0,0,0.02,0
9507,Negima!? Chou Mahora Taisen Kattoiin. Keiyaku Shikkou Dechai masuu,DS,2006,Adventure,Marvelous Interactive,0,0,0.04,0
9508,Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.03,0
9509,Neighborhood Games,Wii,2009,Misc,THQ,0.17,0.02,0,0.01
9510,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,0.03,0
9511,Nendoroid Generation,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.06,0
9512,Neo Angelique,PS2,2006,Adventure,Tecmo Koei,0,0,0.02,0
9513,Neo Angelique Special,PSP,2008,Adventure,Tecmo Koei,0,0,0.01,0
9514,Neo Atlas,PS,1998,Strategy,ArtDink,0,0,0.09,0.01
9515,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03
9516,NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,0.16,0.13,0,0.04
9517,Neon Genesis Evangelion,SAT,1996,Adventure,Sega,0,0,0.44,0
9518,Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0,0,0.06,0
9519,Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0,0,0.42,0
9520,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01
9521,Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.26,0,0,0.02
9522,Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.19,0.02,0,0.02
9523,Neopets: The Darkest Faerie,PS2,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04
9524,Nep League DS,DS,2007,Sports,Jaleco,0,0,0.18,0
9525,NERF N-Strike,Wii,2008,Shooter,Electronic Arts,0.92,0.09,0,0.09
9526,NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0,0,0.07
9527,NERF N-Strike: Double Blast Bundle,Wii,2010,Shooter,Electronic Arts,0.09,0,0,0
9528,Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0,0.01,0,0
9529,NES Open Tournament Golf,NES,1991,Sports,Nintendo,0.41,0.1,0.47,0.02
9530,NES Remix,WiiU,2014,Action,Nintendo,0.2,0,0.08,0.02
9531,Net High,PSV,2015,Adventure,Marvelous Games,0,0,0.02,0
9532,Netsu Chu! Pro Yakyuu 2002,PS2,2002,Sports,Namco Bandai Games,0,0,0.25,0
9533,Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,Namco Bandai Games,0,0,0.28,0
9534,Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment,0,0,0.03,0
9535,NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02
9536,NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0,0.01
9537,Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.04,0,0,0.01
9538,Neverwinter Nights,PC,2002,Role-Playing,Atari,0,0.03,0,0.01
9539,Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0,0.02,0,0
9540,Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,Atari,0,0.01,0,0
9541,Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0,0.02,0,0
9542,NEVES,DS,2007,Puzzle,Ignition Entertainment,0.01,0,0,0
9543,New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,0,0,0.02,0
9544,New Carnival Games,Wii,2010,Misc,Take-Two Interactive,0.35,0.21,0,0.05
9545,New Carnival Games,DS,2010,Misc,Take-Two Interactive,0.16,0.05,0,0.02
9546,New International Track & Field,DS,2008,Sports,Konami Digital Entertainment,0.07,0,0,0.01
9547,New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,Experience Inc.,0,0,0.01,0
9548,New Legends,XB,2002,Action,THQ,0.07,0.02,0,0
9549,New Love Plus,3DS,2012,Simulation,Konami Digital Entertainment,0,0,0.19,0
9550,New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0.24,0.17,0.14,0.05
9551,New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,0.37,0.69,0.28,0.14
9552,New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,0.29,0.14,0.19,0.04
9553,New Play Control! Pikmin 2,Wii,2009,Strategy,Nintendo,0.11,0.14,0.33,0.02
9554,New Prince of Tennis: Go to the Top,3DS,2015,Action,FuRyu,0,0,0.05,0
9555,New Super Luigi U,WiiU,2013,Platform,Nintendo,1.27,0.62,0.18,0.16
9556,New Super Mario Bros.,DS,2006,Platform,Nintendo,11.38,9.23,6.5,2.9
9557,New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3.66,3.07,2.47,0.63
9558,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.32,1.3,1.27,0.31
9559,New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14.59,7.06,4.7,2.26
9560,New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0,0,0.03,0
9561,NewU Fitness First Mind Body. Yoga & Pilates Workout,Wii,2010,Sports,Black Bean Games,0.12,0.02,0,0.01
9562,Next Generation of Chaos,PS2,2002,Role-Playing,Idea Factory,0,0,0.05,0
9563,NFL 2K,DC,1999,Sports,Sega,1.12,0.05,0,0.02
9564,NFL 2K1,DC,2000,Sports,Sega,1.02,0.05,0,0.02
9565,NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0,0.11
9566,NFL 2K2,XB,2002,Sports,Sega,0.13,0.04,0,0.01
9567,NFL 2K3,PS2,2002,Sports,Atari,1.06,0.08,0,0.18
9568,NFL 2K3,XB,2002,Sports,Sega,0.38,0.11,0,0.02
9569,NFL 2K3,GC,2002,Sports,Sega,0.17,0.04,0,0.01
9570,NFL Blitz,PS,1998,Sports,Midway Games,1.41,0.05,0,0.04
9571,NFL Blitz,N64,1998,Sports,Midway Games,1.02,0.04,0,0.01
9572,NFL Blitz 2000,PS,1998,Sports,Midway Games,0.6,0.41,0,0.07
9573,NFL Blitz 2000,N64,1999,Sports,Midway Games,0.55,0.02,0,0
9574,NFL Blitz 2001,PS,2000,Sports,Midway Games,0.33,0.22,0,0.04
9575,NFL Blitz 2001,N64,2000,Sports,Midway Games,0.34,0.07,0,0
9576,NFL Blitz 20-02,PS2,2002,Sports,Midway Games,0.14,0.11,0,0.04
9577,NFL Blitz 20-02,XB,2002,Sports,Midway Games,0.07,0.02,0,0
9578,NFL Blitz 20-02,GC,2002,Sports,Midway Games,0.07,0.02,0,0
9579,NFL Blitz 20-03,PS2,2002,Sports,Midway Games,0.21,0.17,0,0.06
9580,NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0,0.01
9581,NFL Blitz 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0,0
9582,NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0,0.03
9583,NFL Blitz Pro,XB,2003,Sports,Midway Games,0.04,0.01,0,0
9584,NFL Blitz Pro,GC,2003,Sports,Midway Games,0.02,0,0,0
9585,NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.74,0.21,0,0.04
9586,NFL Fever 2003,XB,2002,Sports,Microsoft Game Studios,0.46,0.13,0,0.02
9587,NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,0.24,0.07,0,0.01
9588,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0,0.06
9589,NFL GameDay 2000,PS,1999,Sports,989 Studios,1,0.68,0,0.12
9590,NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment,0.56,0.38,0,0.07
9591,NFL GameDay 2001,PS2,2000,Sports,Sony Computer Entertainment,0.18,0.14,0,0.05
9592,NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,0.23,0.15,0,0.03
9593,NFL GameDay 2002,PS2,2001,Sports,Sony Computer Entertainment,0.19,0.15,0,0.05
9594,NFL GameDay 2003,PS2,N/A,Sports,Unknown,0.2,0.15,0,0.05
9595,NFL GameDay 2004,PS2,2003,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05
9596,NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.06
9597,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04
9598,NFL GameDay 99,PS,1998,Sports,989 Studios,1.44,0.05,0,0.04
9599,NFL Head Coach,PS2,2006,Sports,Electronic Arts,0.38,0.01,0,0.06
9600,NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0,0
9601,NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0,0,0.01
9602,NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0,0,0.01
9603,NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,0.11,0.01,0,0
9604,NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,0.37,0.03,0,0
9605,NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03
9606,NFL Quarterback Club 2002,GC,2001,Sports,Acclaim Entertainment,0.04,0.01,0,0
9607,NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01
9608,NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1.01,0.05,0,0.01
9609,NFL Quarterback Club 99,N64,1998,Sports,Acclaim Entertainment,0.59,0.02,0,0
9610,NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0,0.19
9611,NFL Street,XB,2004,Sports,Electronic Arts,0.49,0.15,0,0.02
9612,NFL Street,GC,2004,Sports,Electronic Arts,0.27,0.07,0,0.01
9613,NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0,0.21
9614,NFL Street 2,XB,2004,Sports,Electronic Arts,0.36,0.11,0,0.02
9615,NFL Street 2,GC,2004,Sports,Electronic Arts,0.15,0.04,0,0.01
9616,NFL Street 2 Unleashed,PSP,2005,Sports,Electronic Arts,0.34,0,0,0.03
9617,NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0,0,0.02
9618,NFL Tour,PS3,2008,Sports,Electronic Arts,0.1,0.01,0,0.01
9619,NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0,0,0.01
9620,NFL Xtreme,PS,1998,Sports,Sony Computer Entertainment,0.38,0.26,0,0.05
9621,NFL Xtreme 2,PS,1999,Sports,989 Studios,0.27,0.18,0,0.03
9622,NHL 06,PS2,2005,Sports,Electronic Arts,0.48,0.02,0,0.08
9623,NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0,0.01
9624,NHL 06,GC,2005,Sports,Electronic Arts,0.06,0.02,0,0
9625,NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0,0.07
9626,NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.01,0,0.02
9627,NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0,0.02
9628,NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0,0
9629,NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0,0.03
9630,NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0,0.02
9631,NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0,0.04
9632,NHL 09,PS3,2008,Sports,Electronic Arts,0.29,0.02,0,0.03
9633,NHL 09,PS2,2008,Sports,Electronic Arts,0.07,0.06,0,0.02
9634,NHL 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0
9635,NHL 10,X360,2009,Sports,Electronic Arts,0.51,0.1,0,0.06
